번호,게시판,제목,작성자,날짜,조회수
12359,자유게시판,그동안 걱정해주셔 감사합니다. 그래도 감사 인사는 드려야 할 것 같아서요. PET 검사 결과를 오늘 들었어요,꿈많은사람,2021.06.02.,759
12360,회원나눔(공짜는 아닙니다),매트리씨 주사(아스코르브산/비타민c)정맥주사용 나눔합니다(판매완료),수목원,2021.06.02.,256
12361,자유게시판,메벤다졸 복용량--- 드뎌 차자따아~~,소산,2021.06.02.,"1,815"
12362,자유게시판,코로나 발원지 ?,이삭,2021.06.02.,215
12363,자유게시판,메벤다졸.이버멕틴 구합니다.,iuhyg,2021.06.02.,274
12364,자유게시판,안부,헤라,2021.06.03.,73
12365,자유게시판,오해의 소지가 있을까봐...,촌로,2021.06.03.,858
12366,유투브방송 링크나눔,암과싸우지말고 친구가 돼라,주윤발,2021.06.03.,300
12367,자유게시판,칭찬합니다,헤라,2021.06.03.,271
12369,자유게시판,갑상선암  구충제요법,그림자,2021.06.03.,626
12370,자유게시판,점심만찬,믹스커피 조와,2021.06.03.,273
12371,유투브방송 링크나눔,기능의학,주윤발,2021.06.03.,194
12372,자유게시판,반신욕하니 많이 좋아지셨다고 하네요.,묘주,2021.06.03.,345
12373,자유게시판,꽃구경하세요.,bearskin2,2021.06.03.,102
12374,유투브방송 링크나눔,벤다졸과 탈모,똘이아빠,2021.06.04.,225
12375,자유게시판,"전자책 ""판도라 5.0"" 무료 배포",globica,2021.06.04.,110
12376,자유게시판,궁을농장의 산딸기 소식이 궁금합니다.  우리집 옥상정원의 산딸기는 지금 ...,신풍생각,2021.06.04.,226
12377,자유게시판,판독부탁드립니다,짱알,2021.06.04.,95
12379,질문과 대답(QnA),84세 저의엄마 이트라코나졸,크크별,2021.06.04.,368
12381,가입 인사,안녕하세요,반드시 낫는다,2021.06.04.,119
12382,궁을,자연재배 야채의 녹즙복용 후기,궁을,2021.06.04.,312
12383,자유게시판,병원 다녀왔습니다.,분홍앵초,2021.06.04.,596
12385,자유게시판,시메티딘 드시는분~,힘내자님,2021.06.04.,175
12386,자유게시판,ebs 명의 보세요,루엔코,2021.06.04.,304
12387,회원나눔(공짜는 아닙니다),나눔합니다,달군,2021.06.04.,556
12388,자유게시판,안부,헤라,2021.06.05.,48
12389,질문과 대답(QnA),어머니가 말기암으로 시간이 얼마남지 않았습니다,장미빛모퉁이,2021.06.05.,899
12390,설금홍,마누카꿀 : 메틸 글리옥살=획기적인 항암제?,설금홍,2021.06.05.,199
12391,자유게시판,[공유] 상추의 다른 이름 천금채 / 상추의 효능,건강장수1,2021.06.05.,165
12392,담비,전립선암_민들레뿌리_레몬그라스_2019년,담비,2021.06.05.,167
12393,설금홍,2편 : 메틸 글리옥살과 케토제닉 다이어트,설금홍,2021.06.05.,89
12394,자유게시판,암등 시한부선고 환우분들과 가족들 및 치유와 완치,건강장수1,2021.06.05.,222
12396,자유게시판,자연재배 컬리플라워 판매해요.^^,머름골농장봉화,2021.06.05.,179
12397,질문과 대답(QnA),췌장암 뼈전이인데요...,은탱님,2021.06.05.,405
12399,자유게시판,[공유] 암환자 200만명...매년 6월 첫째주는 '암생존자 주간',건강장수1,2021.06.05.,169
12400,자유게시판,염색...,꼬마엄마,2021.06.05.,203
12401,자유게시판,메벤다졸 구해봅니다~,그림자,2021.06.05.,260
12403,자유게시판,꽃구경,bearskin2,2021.06.05.,101
12404,자유게시판,요즘 뒤숭생숭 ? / 지옥 탈출/ 외유.,나이야가라 폐선암4기,2021.06.06.,286
12405,자유게시판,안부,헤라,2021.06.06.,64
12406,자유게시판,조심조심,bearskin2,2021.06.06.,131
12408,질문과 대답(QnA),저희 어머니 악화되는 속도가 너무 빨라요. 도와주세요~~,lch911,2021.06.06.,613
12409,자유게시판,항암제 내성의 기전,소산,2021.06.06.,675
12410,질문과 대답(QnA),"기름을 흡수를 못하신다고 하는데요, 어떻게 먹어야 할까요?",묘주,2021.06.06.,238
12411,자유게시판,채소 꾸러미  한달을  보내며...,머름골농장봉화,2021.06.06.,185
12412,자유게시판,시골다녀왔네요,주윤발,2021.06.06.,157
12413,자유게시판,기생충에 관하여...,꼬마엄마,2021.06.06.,440
12414,궁을,자연재배 산딸기생과 2차분 판매공지,궁을,2021.06.06.,531
12416,자유게시판,오랜만에 호주 시드니 일상 - 일요일 아침 부자 동네 산책로 방문기,꿈많은사람,2021.06.06.,274
12417,자유게시판,해발700 아카시아꽃 천연발효효소식초 담금,건강장수1,2021.06.06.,85
12418,자유게시판,항암제 내성(2) 극복--천연물질,소산,2021.06.06.,129
12419,자유게시판,항암제 내성(3) 극복--천연 감작제,소산,2021.06.06.,75
12420,자유게시판,항암제 내성(4) 극복--플라보노이드,소산,2021.06.06.,110
12421,자유게시판,베르베린에 대한 안 좋은 소식?,나이야가라 폐선암4기,2021.06.07.,845
12422,자유게시판,코로나 백신과 간수치 관련,나이야가라 폐선암4기,2021.06.07.,263
12423,자유게시판,안부,헤라,2021.06.07.,58
12424,자유게시판,"약, 영양제 복용 문의",Prisca,2021.06.07.,199
12425,질문과 대답(QnA),66세 엄마 췌장말기 항암 문의,다동엄니,2021.06.07.,548
12426,설금홍,3편 메틸 글리옥살의 항암 효과와 그 역사,설금홍,2021.06.07.,114
12427,자유게시판,항암제 내성(5) 극복--용도변경 약물,소산,2021.06.07.,510
12428,자유게시판,궁을님은 아시겠지요.,하늘별썸,2021.06.07.,520
12429,자유게시판,꽃구경,bearskin2,2021.06.08.,90
12430,자유게시판,암환자는 천연을 써야합니다라고 해서 ...,하늘별썸,2021.06.08.,453
12432,자유게시판,자연치유 인산의학,건강장수1,2021.06.08.,140
12433,설금홍,췌장암 치료 정말 방법이 없을까요???,설금홍,2021.06.08.,581
12434,자유게시판,[공유] '암'도 소멸시키는 자연 치유력의 메커니즘,건강장수1,2021.06.08.,257
12435,자유게시판,자연치유력 천연식초,건강장수1,2021.06.08.,198
12436,가입 인사,하늘별썸님께...,촌로,2021.06.08.,369
12437,자유게시판,그시절 그노래 ..... 탐 존스,제리호야,2021.06.08.,65
12439,자유게시판,안녕하세요. 며칠전 민들레 뿌리가 항암 효과가 있다고 하셔서 이베이에서 구매하여 보았습니다.,테일러,2021.06.08.,337
12440,자유게시판,올해 산딸기는 작년보다 씨알이 훨씬 크네요.,신풍생각,2021.06.08.,282
12442,가입 인사,안녕하세요,하잇2,2021.06.08.,114
12443,설금홍,4편 메틸 글리옥살의 항암 기전,설금홍,2021.06.08.,80
12444,자유게시판,"[공유] '유상철 추모' 홍혜걸, 폐암 고백…""제주 살이 중""",건강장수1,2021.06.08.,290
12445,자유게시판,"[공유] '건강 전도사' 홍혜걸 박사, 폐암 고백…""나도 걸렸다"" [전문]",건강장수1,2021.06.08.,423
12447,질문과 대답(QnA),난소암 4기입니다. 조언부탁드립니다~~,윤앤우 맘,2021.06.08.,407
12448,자유게시판,구충제 판매글은 공지의 댓글로 해주세요,신풍생각,2021.06.08.,279
12449,정보 공유,장누수 마이크로바이옴 장내 미생물총 - 장은 점막으로 보호되고 있다. 긴 동영상에서 3부분을 빼옴,꿈많은사람,2021.06.08.,238
12450,자유게시판,이런날도 오는군요.,하늘별썸,2021.06.08.,502
12452,자유게시판,안부,헤라,2021.06.09.,92
12453,자유게시판,잘못 먹었나?,촌로,2021.06.09.,442
12454,정보 공유,타그리소,천사3,2021.06.09.,132
12455,설금홍,5편. 메틸 글리옥살의 항암 실전 사용법,설금홍,2021.06.09.,131
12456,보관창고,구충제 무료나눔,mr102803,2021.06.09.,237
12457,가입 인사,안녕하세요~ 가입했습니다,팬더,2021.06.09.,77
12458,자유게시판,[궁을농장]자연재배 산딸기 후기,김버터,2021.06.09.,303
12459,자유게시판,내화장품 화학물질 찾기 앱 ㅡ화해,건강희망,2021.06.09.,127
12460,자유게시판,[요들송]즐거운산행길,신풍생각,2021.06.09.,125
12461,질문과 대답(QnA),이트라코나졸 구충제와 복용법,크크별,2021.06.09.,280
12463,기타 자가임상 후기,백년초???,즐거운 시간 만들기,2021.06.10.,215
12464,자유게시판,안부,헤라,2021.06.10.,74
12465,자유게시판,알사탕님~춤 한 번 추실까요?,냥가,2021.06.10.,240
12466,자유게시판,냥가님 따라서 저도 살짝~^^,제리호야,2021.06.10.,114
12467,자유게시판,해발900 산딸기와 늦고사리,건강장수1,2021.06.10.,132
12469,자유게시판,잠은 잘 주무시고 계시나요?,사랑하는사람들과함께,2021.06.10.,209
12471,질문과 대답(QnA),관절에 좋다는 보스 웰리아,소곱친구,2021.06.10.,196
12472,설금홍,스트레스를 받은 호중구는 종양의 알람 시계입니다,설금홍,2021.06.10.,271
12473,자유게시판,제가 악역 담당이 되어가는 듯...,촌로,2021.06.10.,511
12474,가입 인사,가입인사,리미트8,2021.06.10.,54
12475,자유게시판,드디어 산딸기가  왔어요,미뚱이,2021.06.10.,232
12476,자유게시판,지혜와 성실님께서  영면하셨네요.,녹차향,2021.06.10.,848
12477,정보 공유,이 막걸리 좋아보여요,크크별,2021.06.10.,239
12478,가입 인사,안녕하세요! 유방암4기 뇌전이로 전뇌방사선완료했습니다.,메랸,2021.06.10.,338
12479,자유게시판,"지혜와성실님 명복을 빌며,  저희 어머니께서도 지난달  유방암 전이성 폐렴으로 별세 하셨습니다. ㅠㅠ",코브링야,2021.06.10.,"1,111"
12481,자유게시판,기생충약과관련하여,공주 냥냥,2021.06.10.,301
12482,자유게시판,니클로사마이드,이즈비,2021.06.10.,263
12483,자유게시판,갑상선암,그림자,2021.06.10.,317
12484,자유게시판,이버멕틴 효과,제리호야,2021.06.10.,471
12485,자유게시판,속상해서 넋두리 써봅니다..,묘주,2021.06.10.,564
12486,자유게시판,오늘의 반찬,bearskin2,2021.06.11.,199
12487,자유게시판,소천하신 지혜와성실님을 보니 그분이생각납니다.,bearskin2,2021.06.11.,"1,084"
12488,질문과 대답(QnA),구충제 복용에 대해서 질문드립니다.,몽당연필,2021.06.11.,371
12489,자유게시판,안부,헤라,2021.06.11.,75
12491,자유게시판,변덕,촌로,2021.06.11.,347
12492,궁을,녹즙용 케일 판매합니다(10명이내 선착순 마감),궁을,2021.06.11.,210
12493,자유게시판,그래 미니멀라이프야...,하늘별썸,2021.06.11.,299
12495,자유게시판,6/10 충주정원,bearskin2,2021.06.11.,166
12496,질문과 대답(QnA),vegf 신생혈관 억제제 중 가장 뛰어난 역할을 하는 약이 무엇이 있을까요?,그만해1,2021.06.11.,240
12499,질문과 대답(QnA),혈당,양준,2021.06.11.,198
12502,질문과 대답(QnA),제가 고기에 대해서 잘 몰라 여쭈워봅니다.,분홍앵초,2021.06.11.,459
12503,자유게시판,아버지 소천하신지 2주가 되었네요,극복하자아자아자,2021.06.11.,480
12505,자유게시판,아르테수네이트(Artesunate) -- 암세포에 쇠 파이프를 휘두르다,소산,2021.06.11.,349
12506,자유게시판,안부,헤라,2021.06.12.,71
12507,자유게시판,국내산 한우등 축산업의 현실(분홍앵초님 참조하세요),건강장수1,2021.06.12.,309
12508,자유게시판,(공유) 죽음학,냥가,2021.06.12.,256
12509,자유게시판,아르테미니신 복용,초록초록,2021.06.12.,358
12510,담비,두경부암_아세타졸아미드_시스플라틴_병용_2020년,담비,2021.06.12.,102
12511,자유게시판,니땜에 오이가 제일싫어,주윤발,2021.06.12.,257
12512,자유게시판,호주 소의 거의 절반이 성장 호르몬으로 처리됩니다. 먹어도 안전한가요? - 구글 번역 - 호주 가디언 6월 6일자 기사,꿈많은사람,2021.06.12.,323
12513,자유게시판,토마토 순정리,머름골농장봉화,2021.06.12.,187
12514,자유게시판,메밴다졸100미리  구입할수있는곳,단디해,2021.06.12.,188
12516,자유게시판,뻘글,주윤발,2021.06.12.,315
12517,폐암,오래생존하시는분들도 계시죠..?ㅜㅜ,100세인생,2021.06.12.,877
12518,자유게시판,황학동 벼룩시장 갔다와시유,하늘별썸,2021.06.12.,307
12519,자유게시판,이버멕틴 남는분?,리미트8,2021.06.12.,294
12520,자유게시판,여주보,bearskin2,2021.06.12.,167
12523,자유게시판,요사이  심심하면,주윤발,2021.06.12.,260
12524,자유게시판,안부,헤라,2021.06.13.,116
12525,질문과 대답(QnA),혈당,양준,2021.06.13.,278
12526,자유게시판,아점식사 카페가 왠만한 교회보다 크다  빈자리도거의없다 먹거리도 풍부하다. 시간있고 돈있으면. 즐길거리가 참많다. 다음에는 파스타  시간은 한시간을 제한을두더라  우린30분안에,믹스커피 조와,2021.06.13.,378
12527,자유게시판,치주질환 신기한 경험후기,이즈,2021.06.13.,878
12528,자유게시판,암 종양에 독이 되는 오메가-3 DHA,블루벨,2021.06.13.,498
12530,자유게시판,이글 공유해도 되는지 모르겠습니다.,웃는돌땡이,2021.06.13.,550
12531,자유게시판,걷기와자전거타기,bearskin2,2021.06.14.,213
12532,자유게시판,안부,헤라,2021.06.14.,74
12533,설금홍,페노피브레이트. 리피딜의 항암 효과. 중성지방에 관심을^^,설금홍,2021.06.14.,133
12534,정보 공유,"간수치 급상승, 체중감소// 해결 !!",나이야가라 폐선암4기,2021.06.14.,574
12535,가입 인사,잘 부탁드립니다,dreamweaver,2021.06.14.,114
12536,정보 공유,조티펜스 페이스북 그룹 2021년 1월부터 5월17일까지 호전 사례들 모음 파일 (영문),꿈많은사람,2021.06.14.,295
12537,자유게시판,저도 이버맥틴이나 펜벤 구해봅니다,하얀여우,2021.06.14.,347
12538,자유게시판,보물찾기/ 상품있습니다.,나이야가라 폐선암4기,2021.06.14.,299
12539,질문과 대답(QnA),천추에  전이가 됐는데..,미니미니,2021.06.14.,426
12540,자유게시판,안부,헤라,2021.06.15.,71
12541,자유게시판,중지시킨다. 밀어낸다. 죽여버린다.,촌로,2021.06.15.,558
12544,자유게시판,하이드록시클로로퀸과 렘데시비르 그리고,조기바다,2021.06.15.,196
12547,자유게시판,메벤다졸 구입하고 싶습니다,감사의하루,2021.06.15.,267
12548,자유게시판,"병원용 침대,  의료용품,  성인용 기저귀 무료나눔  합니다",kentkwon,2021.06.15.,325
12549,설금홍,유방암 수술 전후 재발과 전이 방지-다른 암들도 마찬가지^^,설금홍,2021.06.15.,397
12550,자유게시판,집안내력이 심장이 안좋아요,승이엄마,2021.06.15.,184
12552,정보 공유,단어를 하나씩 키보드로 입력해서 번역하시는 분들께 드리는 - 도구들을 활용한 번역 방법 - 기초편 - 하 2,꿈많은사람,2021.06.15.,169
12553,자유게시판,당근쥬스 어떻게 생각하시나요?,하나님나라,2021.06.15.,786
12554,질문과 대답(QnA),키트루다와 일반항암 투여시 질문드립니다,건강한 내일,2021.06.15.,237
12555,자유게시판,산딸기,믹스커피 조와,2021.06.16.,206
12556,자유게시판,알벤다졸 먹고 . .,모모쓰리,2021.06.16.,443
